/TN0/D (Vbs=0) X,/TN0/D (Vbs=0) Y,/TN0/D (Vbs=0.1) X,/TN0/D (Vbs=0.1) Y,/TN0/D (Vbs=0.2) X,/TN0/D (Vbs=0.2) Y,/TN0/D (Vbs=0.3) X,/TN0/D (Vbs=0.3) Y,/TN0/D (Vbs=0.4) X,/TN0/D (Vbs=0.4) Y,/TN0/D (Vbs=0.5) X,/TN0/D (Vbs=0.5) Y
0.9200000000000006,5.22710090479625e-05,0.9200000000000006,5.613556490546476e-05,0.9200000000000006,6.031138509888858e-05,0.9200000000000006,6.483790665662222e-05,0.9200000000000006,6.976290739318537e-05,0.9200000000000006,7.514506361922518e-05
0.9300000000000006,5.416892611191987e-05,0.9300000000000006,5.808033452921202e-05,0.9300000000000006,6.230239706736095e-05,0.9300000000000006,6.687429279875906e-05,0.9300000000000006,7.184345802868155e-05,0.9300000000000006,7.726811356910664e-05
0.9400000000000006,5.608886341322331e-05,0.9400000000000006,6.004576741905245e-05,0.9400000000000006,6.431267187701148e-05,0.9400000000000006,6.892849818692433e-05,0.9400000000000006,7.394034332529288e-05,0.9400000000000006,7.940597757052802e-05
0.9500000000000006,5.803006212873105e-05,0.9500000000000006,6.20311270307133e-05,0.9500000000000006,6.634149835562324e-05,0.9500000000000006,7.099984050565697e-05,0.9500000000000006,7.605291368782861e-05,0.9500000000000006,8.155804292388269e-05
0.9600000000000006,5.999177655762594e-05,0.9600000000000006,6.403569068235845e-05,0.9600000000000006,6.838817981893575e-05,0.9600000000000006,7.308765240456109e-05,0.9600000000000006,7.818053476886196e-05,0.9600000000000006,8.372371221240305e-05
0.9700000000000006,6.197327454163564e-05,0.9700000000000006,6.605874987248311e-05,0.9700000000000006,7.045203428617842e-05,0.9700000000000006,7.519128161055095e-05,0.9700000000000006,8.032258747880132e-05,0.9700000000000006,8.590240321570551e-05
0.9800000000000006,6.397383781721347e-05,0.9800000000000006,6.809961053635598e-05,0.9800000000000006,7.253239464011333e-05,0.9800000000000006,7.731009099101017e-05,0.9800000000000006,8.247846795429491e-05,0.9800000000000006,8.809354879014665e-05
0.9900000000000007,6.599276230490388e-05,0.9900000000000007,7.015759324551558e-05,0.9900000000000007,7.462860873584147e-05,0.9900000000000007,7.944345857204553e-05,0.9900000000000007,8.464758748904345e-05,0.9900000000000007,9.029659671978872e-05
1.000000000000001,6.802935834063327e-05,1.000000000000001,7.223203335457646e-05,1.000000000000001,7.674003946245124e-05,1.000000000000001,8.159077751585565e-05,1.000000000000001,8.682937243089444e-05,1.000000000000001,9.251100954152496e-05
1.010000000000001,7.008295085328589e-05,1.010000000000001,7.432228109937662e-05,1.010000000000001,7.886606476144698e-05,1.010000000000001,8.375145606106256e-05,1.010000000000001,8.902326404888109e-05,1.010000000000001,9.473626434767227e-05
1.020000000000001,7.215287949263644e-05,1.020000000000001,7.642770165033254e-05,1.020000000000001,8.100607760573563e-05,1.020000000000001,8.592491742968314e-05,1.020000000000001,9.122871837365399e-05,1.020000000000001,9.697185256908448e-05
1.030000000000001,7.423849871147472e-05,1.030000000000001,7.854767512470037e-05,1.030000000000001,8.315948594279194e-05,1.030000000000001,8.811059970422856e-05,1.030000000000001,9.344520601452822e-05,1.030000000000001,9.921727974160943e-05
1.040000000000001,7.633917780556957e-05,1.040000000000001,8.068159656128797e-05,1.040000000000001,8.532571260547102e-05,1.040000000000001,9.030795567822493e-05,1.040000000000001,9.567221195615013e-05,1.040000000000001,0.0001014720652584718
1.050000000000001,7.84543009149502e-05,1.050000000000001,8.282887586102141e-05,1.050000000000001,8.750419519375064e-05,1.050000000000001,9.25164526832492e-05,1.050000000000001,9.790923533756552e-05,1.050000000000001,0.0001037357421109423
1.060000000000001,8.058326698983586e-05,1.060000000000001,8.498893769661107e-05,1.060000000000001,8.9694385930532e-05,1.060000000000001,9.473557239537828e-05,1.060000000000001,0.0001001557892162571,1.060000000000001,0.0001060078566194439
1.070000000000001,8.272548972438803e-05,1.070000000000001,8.716122139440974e-05,1.070000000000001,9.189575149442896e-05,1.070000000000001,9.696481062374589e-05,1.070000000000001,0.0001024114003195067,1.070000000000001,0.0001082879681570381
1.080000000000001,8.488039746133037e-05,1.080000000000001,8.934518079139193e-05,1.080000000000001,9.410777283230569e-05,1.080000000000001,9.920367708369947e-05,1.080000000000001,0.0001046756087852406,1.080000000000001,0.0001105756488670456
1.090000000000001,8.704743307032002e-05,1.090000000000001,9.154028407002264e-05,1.090000000000001,9.632994495413986e-05,1.090000000000001,0.0001014516951568678,1.090000000000001,0.0001069479678943215,1.090000000000001,0.0001128704833763851
1.100000000000001,8.922605380281652e-05,1.100000000000001,9.374601357361836e-05,1.100000000000001,9.856177671259482e-05,1.100000000000001,0.0001037084016402461,1.100000000000001,0.0001092280437960678,1.100000000000001,0.0001151720685060374
1.110000000000001,9.141573112603593e-05,1.110000000000001,9.59618656046315e-05,1.110000000000001,0.0001008027905695287,1.110000000000001,0.000105973346486242,1.110000000000001,0.0001115154152286139,1.110000000000001,0.0001174800129798996
1.120000000000001,9.361595053843318e-05,1.120000000000001,9.818735020813261e-05,1.120000000000001,0.0001030525223514682,1.120000000000001,0.0001082460925354435,1.120000000000001,0.0001138096732355593,1.120000000000001,0.0001197939371331447
1.130000000000001,9.582621136899509e-05,1.130000000000001,0.0001004219909425864,1.130000000000001,0.0001053105209959327,1.130000000000001,0.0001105262152437074,1.130000000000001,0.0001161104208802078,1.130000000000001,0.000122113472621081
1.140000000000001,9.804602656247596e-05,1.140000000000001,0.0001026653246398757,1.140000000000001,0.0001075763482903153,1.140000000000001,0.0001128133024050228,1.140000000000001,0.0001184172729585609,1.140000000000001,0.0001244382621293761
1.150000000000001,0.0001002749224525618,1.150000000000001,0.0001049169011563569,1.150000000000001,0.0001098495786048818,1.150000000000001,0.0001151069538714481,1.150000000000001,0.0001207298557120944,1.150000000000001,0.000126767959086415
1.160000000000001,0.0001025124385247952,1.160000000000001,0.0001071762831165936,1.160000000000001,0.0001121297986213098,1.160000000000001,0.0001174067812712954,1.160000000000001,0.0001230478065412384,1.160000000000001,0.0001291022273784488
1.170000000000001,0.0001047581271709544,1.170000000000001,0.00010944304565126,1.170000000000001,0.0001144166070580442,1.170000000000001,0.000119712407726606,1.170000000000001,0.0001253707737203631,1.170000000000001,0.0001314407410681131
1.180000000000001,0.0001070115534364404,1.180000000000001,0.0001117167761305853,1.180000000000001,0.0001167096143936177,1.180000000000001,0.0001220234675708546,1.180000000000001,0.0001276984161149823,1.180000000000001,0.0001337831841168079
1.190000000000001,0.0001092722947620923,1.190000000000001,0.0001139970738945692,1.190000000000001,0.0001190084425889847,1.190000000000001,0.0001243396060676955,1.190000000000001,0.0001300304029017872,1.190000000000001,0.0001361292501113562
1.200000000000001,0.0001115399407217334,1.200000000000001,0.0001162835499810894,1.200000000000001,0.0001213127248097726,1.200000000000001,0.0001266604791314913,1.200000000000001,0.000132366413292048,1.200000000000001,0.0001384786419952988
1.210000000000001,0.0001138140927566146,1.210000000000001,0.0001185758268529016,1.210000000000001,0.0001236221051492956,1.210000000000001,0.0001289857530502545,1.210000000000001,0.0001347061362588428,1.210000000000001,0.0001408310718051149
1.220000000000001,0.0001160943639078331,1.220000000000001,0.0001208735381244338,1.220000000000001,0.0001259362383530358,1.220000000000001,0.0001313151042115577,1.220000000000001,0.0001370492702685039,1.220000000000001,0.0001431862604116144
1.230000000000001,0.0001183803785476796,1.230000000000001,0.0001231763282891737,1.230000000000001,0.0001282547895452527,1.230000000000001,0.000133648218831901,1.230000000000001,0.0001393955230166138,1.230000000000001,0.0001455439372666906
1.240000000000001,0.0001206717721107726,1.240000000000001,0.0001254838524483701,1.240000000000001,0.0001305774339582699,1.240000000000001,0.0001359847926899469,1.240000000000001,0.0001417446111688288,1.240000000000001,0.0001479038401555864
1.250000000000001,0.0001229681908257615,1.250000000000001,0.0001277957760416696,1.250000000000001,0.0001329038566649354,1.250000000000001,0.0001383245308639756,1.250000000000001,0.0001440962601067501,1.250000000000001,0.0001502657149547881
1.260000000000001,0.0001252692914482766,1.260000000000001,0.0001301117745802465,1.260000000000001,0.0001352337523146751,1.260000000000001,0.0001406671474738599,1.260000000000001,0.0001464502036790322,1.260000000000001,0.0001526293153956243
1.270000000000001,0.0001275747409957367,1.270000000000001,0.0001324315333829149,1.270000000000001,0.0001375668248735097,1.270000000000001,0.0001430123654278103,1.270000000000001,0.0001488061839578677,1.270000000000001,0.0001549944028336194
1.280000000000001,0.0001298842164845494,1.280000000000001,0.0001347547473156369,1.280000000000001,0.0001399027873683309,1.280000000000001,0.0001453599161740871,1.280000000000001,0.0001511639510009502,1.280000000000001,0.0001573607460236298
1.290000000000001,0.000132197404670178,1.290000000000001,0.0001370811205347926,1.290000000000001,0.0001422413616357133,1.290000000000001,0.0001477095394578497,1.290000000000001,0.0001535232626190009,1.290000000000001,0.0001597281209007564
1.300000000000001,0.0001345140017904801,1.300000000000001,0.0001394103662345249,1.300000000000001,0.0001445822780754609,1.300000000000001,0.0001500609830832638,1.300000000000001,0.0001558838841489003,1.300000000000001,0.0001620963103670232
1.310000000000001,0.0001368337133126756,1.310000000000001,0.0001417422063984161,1.310000000000001,0.0001469252754090758,1.310000000000001,0.0001524140026809629,1.310000000000001,0.0001582455882324459,1.310000000000001,0.0001644651040837776
1.320000000000001,0.0001391562536842453,1.320000000000001,0.0001440763715557217,1.320000000000001,0.0001492701004432774,1.320000000000001,0.0001547683614809312,1.320000000000001,0.0001606081546007432,1.320000000000001,0.0001668342982697639
1.330000000000001,0.0001414813460880166,1.330000000000001,0.0001464126005423308,1.330000000000001,0.0001516165078386857,1.330000000000001,0.0001571238300908429,1.330000000000001,0.0001629713698642106,1.330000000000001,0.000169203695504806
1.340000000000001,0.00014380872220166,1.340000000000001,0.0001487506402666118,1.340000000000001,0.0001539642598837453,1.340000000000001,0.0001594801862798845,1.340000000000001,0.0001653350273081588,1.340000000000001,0.000171573104539023
1.350000000000001,0.0001461381219617648,1.350000000000001,0.0001510902454802404,1.350000000000001,0.0001563131262739373,1.350000000000001,0.0001618372147680436,1.350000000000001,0.000167698926693904,1.350000000000001,0.0001739423401074906
1.360000000000001,0.0001484692933326461,1.360000000000001,0.0001534311785541058,1.360000000000001,0.0001586628838963107,1.360000000000001,0.0001641947070208627,1.360000000000001,0.0001700628740653471,1.360000000000001,0.0001763112227502565
1.370000000000001,0.0001508019920799907,1.370000000000001,0.0001557732092593484,1.370000000000001,0.0001610133166193454,1.370000000000001,0.0001665524610496012,1.370000000000001,0.0001724266815609514,1.370000000000001,0.0001786795786376096
1.380000000000001,0.0001531359815494344,1.380000000000001,0.0001581161145535657,1.380000000000001,0.000163364215088132,1.380000000000001,0.0001689102812167761,1.380000000000001,0.0001747901672310357,1.380000000000001,0.0001810472394004998
1.390000000000001,0.0001554710324501277,1.390000000000001,0.0001604596783722046,1.390000000000001,0.0001657153765248453,1.390000000000001,0.0001712679780470109,1.390000000000001,0.0001771531548602928,1.390000000000001,0.0001834140419659928
1.400000000000001,0.0001578069226433288,1.400000000000001,0.0001628036914251321,1.400000000000001,0.0001680666045344741,1.400000000000001,0.0001736253680431247,1.400000000000001,0.0001795154737954437,1.400000000000001,0.0001857798283976551
1.410000000000001,0.0001601434369360497,1.410000000000001,0.0001651479509983751,1.410000000000001,0.0001704177089157535,1.410000000000001,0.0001759822735073789,1.410000000000001,0.00018187695877792,1.410000000000001,0.0001881444457407469
1.420000000000001,0.0001624803668797475,1.420000000000001,0.0001674922607609881,1.420000000000001,0.0001727685054772441,1.420000000000001,0.0001783385223678113,1.420000000000001,0.0001842374497814755,1.420000000000001,0.0001905077458721104
1.430000000000001,0.000164817510574059,1.430000000000001,0.0001698364305770196,1.430000000000001,0.0001751188158584828,1.430000000000001,0.0001806939480095414,1.430000000000001,0.0001865967918546156,1.430000000000001,0.0001928695853546318
1.440000000000001,0.0001671546724755418,1.440000000000001,0.0001721802763225014,1.440000000000001,0.0001774684673561249,1.440000000000001,0.0001830483891109712,1.440000000000001,0.0001889548349677364,1.440000000000001,0.0001952298252961599
1.450000000000001,0.0001694916632113914,1.450000000000001,0.0001745236197074194,1.450000000000001,0.0001798172927550053,1.450000000000001,0.0001854016894847735,1.450000000000001,0.0001913114338648597,1.450000000000001,0.0001975883312127611
1.460000000000001,0.0001718282993980783,1.460000000000001,0.0001768662881025824,1.460000000000001,0.0001821651301640174,1.460000000000001,0.0001877536979235594,1.460000000000001,0.0001936664479198497,1.460000000000001,0.0001999449728961946
1.470000000000001,0.000174164403464851,1.470000000000001,0.0001792081143713119,1.470000000000001,0.0001845118228567199,1.470000000000001,0.0001901042680501273,1.470000000000001,0.0001960197409970009,1.470000000000001,0.0002022996242854884
1.480000000000001,0.0001764998034820384,1.480000000000001,0.0001815489367058738,1.480000000000001,0.0001868572191165756,1.480000000000001,0.000192453258172177,1.480000000000001,0.000198371181315876,1.480000000000001,0.0002046521633424969
1.490000000000001,0.0001788343329940762,1.490000000000001,0.000183888598468562,1.490000000000001,0.0001892011720867212,1.490000000000001,0.0001948005311413893,1.490000000000001,0.0002007206413202853,1.490000000000001,0.0002070024719313289
1.500000000000001,0.0001811678308571796,1.500000000000001,0.0001862269480373384,1.500000000000001,0.0001915435396241636,1.500000000000001,0.0001971459542167508,1.500000000000001,0.0002030679975512946,1.500000000000001,0.0002093504357015325
1.510000000000001,0.0001835001410815849,1.510000000000001,0.0001885638386559424,1.510000000000001,0.0001938841841582984,1.510000000000001,0.0001994893989320244,1.510000000000001,0.0002054131305241438,1.510000000000001,0.0002116959439749206
1.520000000000001,0.0001858311126782627,1.520000000000001,0.0001908991282883613,1.520000000000001,0.0001962229725536559,1.520000000000001,0.0002018307409672455,1.520000000000001,0.0002077559246089678,1.520000000000001,0.0002140388896359288
1.530000000000001,0.000188160599510018,1.530000000000001,0.000193232679477577,1.530000000000001,0.0001985597759767477,1.530000000000001,0.0002041698600241447,1.530000000000001,0.0002100962679152109,1.530000000000001,0.0002163791690254034
1.540000000000001,0.0001904884601468871,1.540000000000001,0.0001955643592084711,1.540000000000001,0.0002008944697669332,1.540000000000001,0.0002065066397053811,1.540000000000001,0.0002124340521796248,1.540000000000001,0.0002187166818377031
1.550000000000001,0.0001928145577257276,1.550000000000001,0.0001978940387748028,1.550000000000001,0.0002032269333111813,1.550000000000001,0.0002088409673974842,1.550000000000001,0.0002147691726577452,1.550000000000001,0.0002210513310210242
1.560000000000001,0.0001951387598139184,1.560000000000001,0.0002002215936501512,1.560000000000001,0.0002055570499226345,1.560000000000001,0.0002111727341573918,1.560000000000001,0.0002171015280187372,1.560000000000001,0.0002233830226808356
1.570000000000001,0.0001974609382770531,1.570000000000001,0.0002025469033627178,1.570000000000001,0.0002078847067228616,1.570000000000001,0.0002135018346024909,1.570000000000001,0.000219431020243517,1.570000000000001,0.0002257116659863353
1.580000000000001,0.0001997809691505519,1.580000000000001,0.0002048698513738896,1.580000000000001,0.0002102097945277051,1.580000000000001,0.0002158281668040449,1.580000000000001,0.0002217575545260389,1.580000000000001,0.0002280371730798288
1.590000000000001,0.0002020987325150764,1.590000000000001,0.0002071903249604726,1.590000000000001,0.0002125322077366203,1.590000000000001,0.0002181516321839221,1.590000000000001,0.0002240810391776586,1.590000000000001,0.0002303594589889321
1.600000000000001,0.0002044141123756562,1.600000000000001,0.000209508215100475,1.600000000000001,0.0002148518442253967,1.600000000000001,0.0002204721354145088,1.600000000000001,0.0002264013855344699,1.600000000000001,0.0002326784415415177
1.610000000000001,0.0002067269965444319,1.610000000000001,0.000211823416362362,1.610000000000001,0.000217168605242175,1.610000000000001,0.0002227895843217264,1.610000000000001,0.0002287185078675263,1.610000000000001,0.0002349940412833063
1.620000000000001,0.0002090372765269125,1.620000000000001,0.0002141358267976725,1.620000000000001,0.0002194823953066585,1.620000000000001,0.0002251038897910518,1.620000000000001,0.000231032323295855,1.620000000000001,0.0002373061813980236
1.630000000000001,0.0002113448474116564,1.630000000000001,0.000216445347836906,1.630000000000001,0.000221793122112421,1.630000000000001,0.0002274149656764413,1.630000000000001,0.0002333427517021731,1.630000000000001,0.0002396147876300357
1.640000000000001,0.0002136496077632826,1.640000000000001,0.0002187518841885854,1.640000000000001,0.0002241006964322225,1.640000000000001,0.0002297227287120828,1.640000000000001,0.000235649715651224,1.640000000000001,0.0002419197882093875
1.650000000000001,0.0002159514595187082,1.650000000000001,0.0002210553437414016,1.650000000000001,0.0002264050320262395,1.650000000000001,0.0002320270984268752,1.650000000000001,0.0002379531403106443,1.650000000000001,0.0002442211137791593
1.660000000000001,0.0002182503078865357,1.660000000000001,0.0002233556374693506,1.660000000000001,0.0002287060455531224,1.660000000000001,0.0002343279970615536,1.660000000000001,0.0002402529533742849,1.660000000000001,0.0002465186973250681
1.670000000000001,0.0002205460612494907,1.670000000000001,0.0002256526793397728,1.670000000000001,0.0002310036564837926,1.670000000000001,0.0002366253494883825,1.670000000000001,0.0002425490849879051,1.670000000000001,0.0002488124741072444
1.680000000000001,0.0002228386310698165,1.680000000000001,0.000227946386224209,1.680000000000001,0.0002332977870178911,1.680000000000001,0.0002389190831333239,1.680000000000001,0.0002448414676771625,1.680000000000001,0.0002511023815941038
1.690000000000001,0.0002251279317975566,1.690000000000001,0.0002302366778119828,1.690000000000001,0.0002355883620028069,1.690000000000001,0.0002412091279006133,1.690000000000001,0.0002471300362778266,1.690000000000001,0.0002533883593982539
1.700000000000001,0.0002274138807816186,1.700000000000001,0.000232523476526437,1.700000000000001,0.000237875308855191,1.700000000000001,0.0002434954160996614,1.700000000000001,0.0002494147278681391,1.700000000000001,0.0002556703492143644
1.710000000000001,0.0002296963981835492,1.710000000000001,0.0002348067074437323,1.710000000000001,0.0002401585574848845,1.710000000000001,0.0002457778823742015,1.710000000000001,0.0002516954817032566,1.710000000000001,0.0002579482947589373
1.720000000000001,0.0002319754068939403,1.720000000000001,0.000237086298214129,1.720000000000001,0.0002424380402211892,1.720000000000001,0.0002480564636336259,1.720000000000001,0.0002539722391517056,1.720000000000001,0.0002602221417119108
1.730000000000001,0.0002342508324513728,1.730000000000001,0.00023936217898569,1.730000000000001,0.0002447136917413978,1.730000000000001,0.0002503310989864219,1.730000000000001,0.0002562449436337803,1.730000000000001,0.0002624918376600466
1.740000000000001,0.0002365226029638416,1.740000000000001,0.0002416342823303047,1.740000000000001,0.0002469854490015171,1.740000000000001,0.0002526017296756562,1.740000000000001,0.0002585135405618293,1.740000000000001,0.0002647573320420278
1.750000000000001,0.0002387906490325662,1.750000000000001,0.0002439025431719874,1.750000000000001,0.000249253251169115,1.750000000000001,0.0002548682990164289,1.750000000000001,0.0002607779772823561,1.750000000000001,0.0002670185760952244
1.760000000000001,0.0002410549036781247,1.760000000000001,0.0002461668987173584,1.760000000000001,0.0002515170395582205,1.760000000000001,0.0002571307523352433,1.760000000000001,0.000263038203019889,1.760000000000001,0.0002692755228040629
1.770000000000001,0.0002433153022688344,1.770000000000001,0.0002484272883882514,1.770000000000001,0.0002537767575662131,1.770000000000001,0.0002593890369112209,1.770000000000001,0.0002652941688225489,1.770000000000001,0.0002715281268499502
1.780000000000001,0.0002455717824513175,1.780000000000001,0.0002506836537563754,1.780000000000001,0.0002560323506126379,1.780000000000001,0.0002616431019191106,1.780000000000001,0.0002675458275092687,1.780000000000001,0.0002737763445627012
1.790000000000001,0.0002478242840831708,1.790000000000001,0.0002529359384799649,1.790000000000001,0.0002582837660798811,1.790000000000001,0.0002638928983740229,1.790000000000001,0.0002697931336186088,1.790000000000001,0.0002760201338734206
1.8,0.0002500727491676854,1.8,0.0002551840882423607,1.8,0.0002605309532556534,1.8,0.0002661383790778469,1.8,0.0002720360433591085,1.8,0.000278259454268789
